Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
West Soda,1185732,2/10/2023,Midwest,Indiana,Indianapolis,Powerade,$0.41 ,580,$238 ,$105 ,44%
West Soda,1185732,2/10/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.19 ,750,$143 ,$73 ,51%
West Soda,1185732,3/9/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.23 ,"1,510",$347 ,$177 ,51%
West Soda,1185732,3/9/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.23 ,610,$140 ,$77 ,55%
West Soda,1185732,3/9/2023,Midwest,Indiana,Indianapolis,Sprite,$0.14 ,720,$101 ,$50 ,50%
West Soda,1185732,3/9/2023,Midwest,Indiana,Indianapolis,Fanta,$0.19 ,310,$59 ,$27 ,45%
West Soda,1185732,3/9/2023,Midwest,Indiana,Indianapolis,Powerade,$0.32 ,440,$141 ,$61 ,43%
West Soda,1185732,3/9/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.24 ,740,$178 ,$92 ,52%
West Soda,1185732,4/10/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.23 ,"1,250",$288 ,$158 ,55%
West Soda,1185732,4/10/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.23 ,540,$124 ,$65 ,52%
West Soda,1185732,4/10/2023,Midwest,Indiana,Indianapolis,Sprite,$0.14 ,520,$73 ,$36 ,50%
West Soda,1185732,4/10/2023,Midwest,Indiana,Indianapolis,Fanta,$0.19 ,360,$68 ,$33 ,48%
West Soda,1185732,4/10/2023,Midwest,Indiana,Indianapolis,Powerade,$0.61 ,450,$275 ,$121 ,44%
West Soda,1185732,4/10/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.47 ,720,$338 ,$186 ,55%
West Soda,1185732,5/11/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.54 ,"1,640",$886 ,$443 ,50%
West Soda,1185732,5/11/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.37 ,730,$270 ,$149 ,55%
West Soda,1185732,5/11/2023,Midwest,Indiana,Indianapolis,Sprite,$0.34 ,560,$190 ,$89 ,47%
West Soda,1185732,5/11/2023,Midwest,Indiana,Indianapolis,Fanta,$0.34 ,490,$167 ,$82 ,49%
West Soda,1185732,5/11/2023,Midwest,Indiana,Indianapolis,Powerade,$0.44 ,580,$255 ,$115 ,45%
West Soda,1185732,5/11/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.53 ,910,$482 ,$251 ,52%
West Soda,1185732,6/10/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.36 ,"1,550",$558 ,$307 ,55%
West Soda,1185732,6/10/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.32 ,940,$301 ,$159 ,53%
West Soda,1185732,6/10/2023,Midwest,Indiana,Indianapolis,Sprite,$0.27 ,500,$135 ,$61 ,45%
West Soda,1185732,6/10/2023,Midwest,Indiana,Indianapolis,Fanta,$0.29 ,460,$133 ,$63 ,47%
West Soda,1185732,6/10/2023,Midwest,Indiana,Indianapolis,Powerade,$0.36 ,530,$191 ,$86 ,45%
West Soda,1185732,6/10/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.56 ,910,$510 ,$260 ,51%
West Soda,1185732,7/9/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.51 ,"1,490",$760 ,$403 ,53%
West Soda,1185732,7/9/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.49 ,840,$412 ,$206 ,50%
West Soda,1185732,7/9/2023,Midwest,Indiana,Indianapolis,Sprite,$0.42 ,680,$286 ,$129 ,45%
West Soda,1185732,7/9/2023,Midwest,Indiana,Indianapolis,Fanta,$0.42 ,490,$206 ,$97 ,47%
West Soda,1185732,7/9/2023,Midwest,Indiana,Indianapolis,Powerade,$0.51 ,500,$255 ,$107 ,42%
West Soda,1185732,7/9/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.54 ,"1,010",$545 ,$278 ,51%
West Soda,1185732,8/10/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.47 ,"1,520",$714 ,$393 ,55%
West Soda,1185732,8/10/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.41 ,870,$357 ,$193 ,54%
West Soda,1185732,8/10/2023,Midwest,Indiana,Indianapolis,Sprite,$0.37 ,560,$207 ,$97 ,47%
West Soda,1185732,8/10/2023,Midwest,Indiana,Indianapolis,Fanta,$0.38 ,600,$228 ,$107 ,47%
West Soda,1185732,8/10/2023,Midwest,Indiana,Indianapolis,Powerade,$0.47 ,530,$249 ,$112 ,45%
West Soda,1185732,8/10/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.54 ,910,$491 ,$260 ,53%
West Soda,1185732,9/11/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.33 ,"1,330",$439 ,$237 ,54%
West Soda,1185732,9/11/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.29 ,740,$215 ,$107 ,50%
West Soda,1185732,9/11/2023,Midwest,Indiana,Indianapolis,Sprite,$0.23 ,490,$113 ,$53 ,47%
West Soda,1185732,9/11/2023,Midwest,Indiana,Indianapolis,Fanta,$0.24 ,410,$98 ,$46 ,47%
West Soda,1185732,9/11/2023,Midwest,Indiana,Indianapolis,Powerade,$0.33 ,420,$139 ,$55 ,40%
West Soda,1185732,9/11/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.36 ,680,$245 ,$127 ,52%
West Soda,1185732,10/10/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.41 ,"1,160",$476 ,$252 ,53%
West Soda,1185732,10/10/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.32 ,650,$208 ,$114 ,55%
West Soda,1185732,10/10/2023,Midwest,Indiana,Indianapolis,Sprite,$0.32 ,380,$122 ,$57 ,47%
West Soda,1185732,10/10/2023,Midwest,Indiana,Indianapolis,Fanta,$0.33 ,440,$145 ,$67 ,46%
West Soda,1185732,10/10/2023,Midwest,Indiana,Indianapolis,Powerade,$0.41 ,380,$156 ,$69 ,44%
West Soda,1185732,10/10/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.48 ,830,$398 ,$211 ,53%
West Soda,1185732,11/10/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.41 ,"1,230",$504 ,$257 ,51%
West Soda,1185732,11/10/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.33 ,980,$323 ,$178 ,55%
West Soda,1185732,11/10/2023,Midwest,Indiana,Indianapolis,Sprite,$0.32 ,810,$259 ,$124 ,48%
West Soda,1185732,11/10/2023,Midwest,Indiana,Indianapolis,Fanta,$0.34 ,830,$282 ,$141 ,50%
West Soda,1185732,11/10/2023,Midwest,Indiana,Indianapolis,Powerade,$0.55 ,750,$413 ,$165 ,40%
West Soda,1185732,11/10/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.61 ,910,$555 ,$300 ,54%
West Soda,1185732,12/9/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.58 ,"1,500",$870 ,$444 ,51%
West Soda,1185732,12/9/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.49 ,"1,080",$529 ,$291 ,55%
West Soda,1185732,12/9/2023,Midwest,Indiana,Indianapolis,Sprite,$0.49 ,"1,050",$515 ,$237 ,46%
West Soda,1185732,12/9/2023,Midwest,Indiana,Indianapolis,Fanta,$0.45 ,870,$392 ,$196 ,50%
West Soda,1185732,12/9/2023,Midwest,Indiana,Indianapolis,Powerade,$0.54 ,840,$454 ,$195 ,43%
West Soda,1185732,12/9/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.62 ,"1,200",$744 ,$372 ,50%
West Soda,1185732,1/17/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.32 ,"1,250",$400 ,$208 ,52%
West Soda,1185732,1/17/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.32 ,750,$240 ,$132 ,55%
West Soda,1185732,1/17/2023,Midwest,Indiana,Indianapolis,Sprite,$0.25 ,870,$218 ,$120 ,55%
West Soda,1185732,1/17/2023,Midwest,Indiana,Indianapolis,Fanta,$0.29 ,450,$131 ,$70 ,54%
West Soda,1185732,1/17/2023,Midwest,Indiana,Indianapolis,Powerade,$0.41 ,540,$221 ,$113 ,51%
West Soda,1185732,1/17/2023,Midwest,Indiana,Indianapolis,Dasani Water,$0.34 ,750,$255 ,$128 ,50%
West Soda,1185732,2/17/2023,Midwest,Indiana,Indianapolis,Coca-Cola,$0.33 ,"1,490",$492 ,$266 ,54%
West Soda,1185732,2/17/2023,Midwest,Indiana,Indianapolis,Diet Coke,$0.38 ,500,$190 ,$105 ,55%
West Soda,1185732,2/17/2023,Midwest,Indiana,Indianapolis,Sprite,$0.27 ,750,$203 ,$103 ,51%
West Soda,1185732,2/17/2023,Northeast,West Virginia,Charleston,Fanta,$0.34 ,490,$167 ,$88 ,53%
West Soda,1185732,2/17/2023,Northeast,West Virginia,Charleston,Powerade,$0.48 ,650,$312 ,$165 ,53%
West Soda,1185732,2/17/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.24 ,"1,050",$252 ,$136 ,54%
West Soda,1185732,3/16/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.28 ,"1,650",$462 ,$236 ,51%
West Soda,1185732,3/16/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.27 ,690,$186 ,$101 ,54%
West Soda,1185732,3/16/2023,Northeast,West Virginia,Charleston,Sprite,$0.19 ,910,$173 ,$93 ,54%
West Soda,1185732,3/16/2023,Northeast,West Virginia,Charleston,Fanta,$0.23 ,490,$113 ,$60 ,53%
West Soda,1185732,3/16/2023,Northeast,West Virginia,Charleston,Powerade,$0.37 ,590,$218 ,$109 ,50%
West Soda,1185732,3/16/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.29 ,810,$235 ,$127 ,54%
West Soda,1185732,4/17/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.27 ,"1,430",$386 ,$197 ,51%
West Soda,1185732,4/17/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.28 ,750,$210 ,$116 ,55%
West Soda,1185732,4/17/2023,Northeast,West Virginia,Charleston,Sprite,$0.19 ,680,$129 ,$70 ,54%
West Soda,1185732,4/17/2023,Northeast,West Virginia,Charleston,Fanta,$0.25 ,470,$118 ,$61 ,52%
West Soda,1185732,4/17/2023,Northeast,West Virginia,Charleston,Powerade,$0.60 ,560,$336 ,$185 ,55%
West Soda,1185732,4/17/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.47 ,940,$442 ,$225 ,51%
West Soda,1185732,5/18/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.58 ,"1,790","$1,038 ",$540 ,52%
West Soda,1185732,5/18/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.37 ,870,$322 ,$164 ,51%
West Soda,1185732,5/18/2023,Northeast,West Virginia,Charleston,Sprite,$0.32 ,770,$246 ,$136 ,55%
West Soda,1185732,5/18/2023,Northeast,West Virginia,Charleston,Fanta,$0.33 ,500,$165 ,$91 ,55%
West Soda,1185732,5/18/2023,Northeast,West Virginia,Charleston,Powerade,$0.42 ,680,$286 ,$154 ,54%
West Soda,1185732,5/18/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.52 ,950,$494 ,$272 ,55%
West Soda,1185732,6/17/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.43 ,"1,500",$645 ,$335 ,52%
West Soda,1185732,6/17/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.37 ,"1,190",$440 ,$220 ,50%
West Soda,1185732,6/17/2023,Northeast,West Virginia,Charleston,Sprite,$0.33 ,810,$267 ,$144 ,54%
West Soda,1185732,6/17/2023,Northeast,West Virginia,Charleston,Fanta,$0.33 ,690,$228 ,$118 ,52%
West Soda,1185732,6/17/2023,Northeast,West Virginia,Charleston,Powerade,$0.41 ,740,$303 ,$167 ,55%
West Soda,1185732,6/17/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.59 ,"1,150",$679 ,$353 ,52%
West Soda,1185732,7/16/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.55 ,"1,820","$1,001 ",$521 ,52%
West Soda,1185732,7/16/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.50 ,"1,160",$580 ,$307 ,53%
West Soda,1185732,7/16/2023,Northeast,West Virginia,Charleston,Sprite,$0.49 ,980,$480 ,$255 ,53%
West Soda,1185732,7/16/2023,Northeast,West Virginia,Charleston,Fanta,$0.48 ,770,$370 ,$188 ,51%
West Soda,1185732,7/16/2023,Northeast,West Virginia,Charleston,Powerade,$0.54 ,870,$470 ,$254 ,54%
West Soda,1185732,7/16/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.63 ,"1,330",$838 ,$452 ,54%
West Soda,1185732,8/17/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.46 ,"1,310",$603 ,$313 ,52%
West Soda,1185732,8/17/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.42 ,900,$378 ,$208 ,55%
West Soda,1185732,8/17/2023,Northeast,West Virginia,Charleston,Sprite,$0.38 ,870,$331 ,$172 ,52%
West Soda,1185732,8/17/2023,Northeast,West Virginia,Charleston,Fanta,$0.36 ,720,$259 ,$132 ,51%
West Soda,1185732,8/17/2023,Northeast,West Virginia,Charleston,Powerade,$0.49 ,680,$333 ,$180 ,54%
West Soda,1185732,8/17/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.54 ,"1,150",$621 ,$335 ,54%
West Soda,1185732,9/18/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.34 ,"1,540",$524 ,$267 ,51%
West Soda,1185732,9/18/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.29 ,910,$264 ,$140 ,53%
West Soda,1185732,9/18/2023,Northeast,West Virginia,Charleston,Sprite,$0.24 ,680,$163 ,$88 ,54%
West Soda,1185732,9/18/2023,Northeast,West Virginia,Charleston,Fanta,$0.23 ,590,$136 ,$68 ,50%
West Soda,1185732,9/18/2023,Northeast,West Virginia,Charleston,Powerade,$0.32 ,610,$195 ,$102 ,52%
West Soda,1185732,9/18/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.36 ,750,$270 ,$138 ,51%
West Soda,1185732,10/17/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.41 ,"1,150",$472 ,$255 ,54%
West Soda,1185732,10/17/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.32 ,800,$256 ,$133 ,52%
West Soda,1185732,10/17/2023,Northeast,West Virginia,Charleston,Sprite,$0.33 ,440,$145 ,$77 ,53%
West Soda,1185732,10/17/2023,Northeast,West Virginia,Charleston,Fanta,$0.32 ,470,$150 ,$80 ,53%
West Soda,1185732,10/17/2023,Northeast,West Virginia,Charleston,Powerade,$0.41 ,530,$217 ,$120 ,55%
BevCo,1185732,10/17/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.47 ,840,$395 ,$197 ,50%
BevCo,1185732,11/17/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.44 ,"1,170",$515 ,$268 ,52%
BevCo,1185732,11/17/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.33 ,950,$314 ,$166 ,53%
BevCo,1185732,11/17/2023,Northeast,West Virginia,Charleston,Sprite,$0.32 ,770,$246 ,$123 ,50%
BevCo,1185732,11/17/2023,Northeast,West Virginia,Charleston,Fanta,$0.38 ,910,$346 ,$190 ,55%
BevCo,1185732,11/17/2023,Northeast,West Virginia,Charleston,Powerade,$0.62 ,780,$484 ,$256 ,53%
BevCo,1185732,11/17/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.64 ,"1,000",$640 ,$326 ,51%
BevCo,1185732,12/16/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.60 ,"1,760","$1,056 ",$549 ,52%
BevCo,1185732,12/16/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.52 ,"1,350",$702 ,$365 ,52%
West Soda,1185732,12/16/2023,Northeast,West Virginia,Charleston,Sprite,$0.50 ,"1,120",$560 ,$297 ,53%
BevCo,1185732,12/16/2023,Northeast,West Virginia,Charleston,Fanta,$0.53 ,"1,020",$541 ,$276 ,51%
BevCo,1185732,12/16/2023,Northeast,West Virginia,Charleston,Powerade,$0.61 ,950,$580 ,$290 ,50%
BevCo,1185732,12/16/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.68 ,"1,220",$830 ,$456 ,55%
BevCo,1185732,1/24/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.33 ,"1,060",$350 ,$175 ,50%
BevCo,1185732,1/24/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.34 ,680,$231 ,$109 ,47%
BevCo,1185732,1/24/2023,Northeast,West Virginia,Charleston,Sprite,$0.24 ,630,$151 ,$70 ,46%
BevCo,1185732,1/24/2023,Northeast,West Virginia,Charleston,Fanta,$0.28 ,200,$56 ,$28 ,50%
BevCo,1185732,1/24/2023,Northeast,West Virginia,Charleston,Powerade,$0.42 ,330,$139 ,$60 ,43%
BevCo,1185732,1/24/2023,Northeast,West Virginia,Charleston,Dasani Water,$0.33 ,590,$195 ,$78 ,40%
BevCo,1185732,2/22/2023,Northeast,West Virginia,Charleston,Coca-Cola,$0.32 ,"1,380",$442 ,$234 ,53%
West Soda,1185732,2/22/2023,Northeast,West Virginia,Charleston,Diet Coke,$0.34 ,380,$129 ,$59 ,46%
West Soda,1185732,2/22/2023,Northeast,West Virginia,Charleston,Sprite,$0.24 ,460,$110 ,$52 ,47%
West Soda,1185732,2/22/2023,Northeast,Maryland,Baltimore,Fanta,$0.28 ,140,$39 ,$20 ,50%
West Soda,1185732,2/22/2023,Northeast,Maryland,Baltimore,Powerade,$0.41 ,310,$127 ,$57 ,45%
West Soda,1185732,2/22/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.34 ,630,$214 ,$92 ,43%
West Soda,1185732,3/20/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.32 ,"1,250",$400 ,$212 ,53%
West Soda,1185732,3/20/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.34 ,390,$133 ,$62 ,47%
West Soda,1185732,3/20/2023,Northeast,Maryland,Baltimore,Sprite,$0.24 ,530,$127 ,$62 ,49%
West Soda,1185732,3/20/2023,Northeast,Maryland,Baltimore,Fanta,$0.29 ,70,$20 ,$9 ,46%
West Soda,1185732,3/20/2023,Northeast,Maryland,Baltimore,Powerade,$0.43 ,220,$95 ,$41 ,43%
West Soda,1185732,3/20/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.33 ,490,$162 ,$73 ,45%
West Soda,1185732,4/21/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.33 ,"1,280",$422 ,$215 ,51%
West Soda,1185732,4/21/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.32 ,310,$99 ,$47 ,47%
West Soda,1185732,4/21/2023,Northeast,Maryland,Baltimore,Sprite,$0.24 ,330,$79 ,$39 ,49%
West Soda,1185732,4/21/2023,Northeast,Maryland,Baltimore,Fanta,$0.27 ,130,$35 ,$16 ,47%
West Soda,1185732,4/21/2023,Northeast,Maryland,Baltimore,Powerade,$0.41 ,150,$62 ,$28 ,45%
West Soda,1185732,4/21/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.32 ,520,$166 ,$73 ,44%
West Soda,1185732,5/20/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.49 ,"1,180",$578 ,$301 ,52%
West Soda,1185732,5/20/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.42 ,470,$197 ,$91 ,46%
West Soda,1185732,5/20/2023,Northeast,Maryland,Baltimore,Sprite,$0.36 ,380,$137 ,$66 ,48%
West Soda,1185732,5/20/2023,Northeast,Maryland,Baltimore,Fanta,$0.37 ,300,$111 ,$53 ,48%
West Soda,1185732,5/20/2023,Northeast,Maryland,Baltimore,Powerade,$0.49 ,360,$176 ,$74 ,42%
West Soda,1185732,5/20/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.52 ,630,$328 ,$134 ,41%
West Soda,1185732,6/22/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.47 ,"1,250",$588 ,$294 ,50%
West Soda,1185732,6/22/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.41 ,750,$308 ,$145 ,47%
BevCo,1185732,6/22/2023,Northeast,Maryland,Baltimore,Sprite,$0.37 ,470,$174 ,$87 ,50%
BevCo,1185732,6/22/2023,Northeast,Maryland,Baltimore,Fanta,$0.37 ,440,$163 ,$81 ,50%
BevCo,1185732,6/22/2023,Northeast,Maryland,Baltimore,Powerade,$0.49 ,420,$206 ,$91 ,44%
BevCo,1185732,6/22/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.53 ,840,$445 ,$200 ,45%
BevCo,1185732,7/20/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.49 ,"1,310",$642 ,$334 ,52%
FizzyCo,1185732,7/20/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.42 ,720,$302 ,$145 ,48%
FizzyCo,1185732,7/20/2023,Northeast,Maryland,Baltimore,Sprite,$0.37 ,600,$222 ,$109 ,49%
FizzyCo,1185732,7/20/2023,Northeast,Maryland,Baltimore,Fanta,$0.36 ,450,$162 ,$76 ,47%
FizzyCo,1185732,7/20/2023,Northeast,Maryland,Baltimore,Powerade,$0.46 ,510,$235 ,$106 ,45%
FizzyCo,1185732,7/20/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.54 ,"1,020",$551 ,$231 ,42%
FizzyCo,1185732,8/21/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.48 ,"1,350",$648 ,$343 ,53%
FizzyCo,1185732,8/21/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.41 ,830,$340 ,$170 ,50%
FizzyCo,1185732,8/21/2023,Northeast,Maryland,Baltimore,Sprite,$0.39 ,600,$234 ,$117 ,50%
FizzyCo,1185732,8/21/2023,Northeast,Maryland,Baltimore,Fanta,$0.37 ,440,$163 ,$75 ,46%
FizzyCo,1185732,8/21/2023,Northeast,Maryland,Baltimore,Powerade,$0.47 ,380,$179 ,$80 ,45%
FizzyCo,1185732,8/21/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.53 ,810,$429 ,$185 ,43%
FizzyCo,1185732,9/20/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.49 ,"1,280",$627 ,$320 ,51%
FizzyCo,1185732,9/20/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.44 ,630,$277 ,$125 ,45%
FizzyCo,1185732,9/20/2023,Northeast,Maryland,Baltimore,Sprite,$0.38 ,360,$137 ,$68 ,50%
FizzyCo,1185732,9/20/2023,Northeast,Maryland,Baltimore,Fanta,$0.36 ,250,$90 ,$41 ,45%
FizzyCo,1185732,9/20/2023,Northeast,Maryland,Baltimore,Powerade,$0.48 ,300,$144 ,$62 ,43%
FizzyCo,1185732,9/20/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.54 ,500,$270 ,$108 ,40%
FizzyCo,1185732,10/22/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.52 ,"1,130",$588 ,$317 ,54%
FizzyCo,1185732,10/22/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.48 ,580,$278 ,$128 ,46%
FizzyCo,1185732,10/22/2023,Northeast,Maryland,Baltimore,Sprite,$0.49 ,250,$123 ,$56 ,46%
BevCo,1185732,10/22/2023,Northeast,Maryland,Baltimore,Fanta,$0.49 ,210,$103 ,$51 ,50%
BevCo,1185732,10/22/2023,Northeast,Maryland,Baltimore,Powerade,$0.56 ,200,$112 ,$45 ,40%
BevCo,1185732,10/22/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.60 ,520,$312 ,$125 ,40%
BevCo,1185732,11/21/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.58 ,880,$510 ,$281 ,55%
BevCo,1185732,11/21/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.45 ,510,$230 ,$108 ,47%
BevCo,1185732,11/21/2023,Northeast,Maryland,Baltimore,Sprite,$0.49 ,480,$235 ,$118 ,50%
BevCo,1185732,11/21/2023,Northeast,Maryland,Baltimore,Fanta,$0.48 ,410,$197 ,$91 ,46%
BevCo,1185732,11/21/2023,Northeast,Maryland,Baltimore,Powerade,$0.56 ,310,$174 ,$76 ,44%
BevCo,1185732,11/21/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.62 ,630,$391 ,$168 ,43%
BevCo,1185732,12/20/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.57 ,"1,220",$695 ,$348 ,50%
BevCo,1185732,12/20/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.46 ,650,$299 ,$150 ,50%
BevCo,1185732,12/20/2023,Northeast,Maryland,Baltimore,Sprite,$0.45 ,650,$293 ,$137 ,47%
BevCo,1185732,12/20/2023,Northeast,Maryland,Baltimore,Fanta,$0.49 ,440,$216 ,$101 ,47%
BevCo,1185732,12/20/2023,Northeast,Maryland,Baltimore,Powerade,$0.54 ,510,$275 ,$113 ,41%
BevCo,1185732,12/20/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.61 ,720,$439 ,$184 ,42%
BevCo,1185732,1/17/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.36 ,"1,370",$493 ,$222 ,45%
BevCo,1185732,1/17/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.38 ,810,$308 ,$154 ,50%
BevCo,1185732,1/17/2023,Northeast,Maryland,Baltimore,Sprite,$0.29 ,910,$264 ,$140 ,53%
BevCo,1185732,1/17/2023,Northeast,Maryland,Baltimore,Fanta,$0.32 ,470,$150 ,$83 ,55%
BevCo,1185732,1/17/2023,Northeast,Maryland,Baltimore,Powerade,$0.49 ,590,$289 ,$121 ,42%
BevCo,1185732,1/17/2023,Northeast,Maryland,Baltimore,Dasani Water,$0.36 ,810,$292 ,$149 ,51%
BevCo,1185732,2/15/2023,Northeast,Maryland,Baltimore,Coca-Cola,$0.39 ,"1,440",$562 ,$281 ,50%
BevCo,1185732,2/15/2023,Northeast,Maryland,Baltimore,Diet Coke,$0.37 ,610,$226 ,$104 ,46%
BevCo,1185732,2/15/2023,Northeast,Maryland,Baltimore,Sprite,$0.27 ,690,$186 ,$95 ,51%
BevCo,1185732,2/15/2023,Northeast,Delaware,Wilmington,Fanta,$0.33 ,450,$149 ,$82 ,55%
BevCo,1185732,2/15/2023,Northeast,Delaware,Wilmington,Powerade,$0.45 ,650,$293 ,$120 ,41%
BevCo,1185732,2/15/2023,Northeast,Delaware,Wilmington,Dasani Water,$0.39 ,980,$382 ,$203 ,53%
BevCo,1185732,3/13/2023,Northeast,Delaware,Wilmington,Coca-Cola,$0.36 ,"1,580",$569 ,$262 ,46%
BevCo,1185732,3/13/2023,Northeast,Delaware,Wilmington,Diet Coke,$0.39 ,680,$265 ,$119 ,45%
BevCo,1185732,3/13/2023,Northeast,Delaware,Wilmington,Sprite,$0.29 ,690,$200 ,$108 ,54%
BevCo,1185732,3/13/2023,Northeast,Delaware,Wilmington,Fanta,$0.32 ,310,$99 ,$53 ,53%
BevCo,1185732,3/13/2023,Northeast,Delaware,Wilmington,Powerade,$0.46 ,490,$225 ,$92 ,41%
BevCo,1185732,3/13/2023,Northeast,Delaware,Wilmington,Dasani Water,$0.39 ,720,$281 ,$140 ,50%
BevCo,1185732,4/14/2023,Northeast,Delaware,Wilmington,Coca-Cola,$0.36 ,"1,310",$472 ,$236 ,50%
BevCo,1185732,4/14/2023,Northeast,Delaware,Wilmington,Diet Coke,$0.38 ,610,$232 ,$109 ,47%
